GO	[-6.10 -0.90]	[-0.90 -0.61]	[-0.61 -0.42]	[-0.42 -0.26]	[-0.26 -0.15]	[-0.15 0.00]	[0.00 0.12]	[0.12 0.37]	[0.37 0.81]	[0.81 1.72]	[1.72 10.00]
MORF_RRM1 MORF_RRM1	4.052	5.576	3.158	0.879	-0.260	-1.059	-1.419	-1.874	-3.210	-4.269	-4.269
MORF_TPT1 MORF_TPT1	-2.454	-0.776	7.927	7.306	0.671	0.346	-1.059	-0.776	-1.874	-3.210	-4.269
MORF_NME2 MORF_NME2	-0.349	0.618	7.152	6.153	0.966	-0.473	-1.313	-1.313	-2.014	-5.293	-5.293
MORF_PSMC1 MORF_PSMC1	1.033	2.467	6.187	3.417	0.334	-0.976	-2.536	-0.363	-1.205	-6.710	-5.694
MORF_PPP1CA MORF_PPP1CA	1.092	2.981	5.758	3.689	-0.490	-0.367	-1.602	-0.823	-2.368	-5.816	-5.816
GCM_APEX1 GCM_APEX1	1.042	4.660	3.319	1.562	0.631	0.822	-1.749	-2.248	-3.673	-4.777	-4.777
MORF_EIF4A2 MORF_EIF4A2	-1.245	0.922	5.890	5.403	0.568	1.370	-2.456	-0.968	-1.977	-3.735	-5.798
GNF2_ITGB2 GNF2_ITGB2	-2.374	-2.374	-1.543	-2.374	-2.374	-1.010	-2.374	0.848	5.180	4.540	2.845
GNF2_NPM1 GNF2_NPM1	3.245	4.291	4.860	0.691	-0.288	-1.464	-2.083	-2.083	-3.003	-3.003	-3.003
GCM_NPM1 GCM_NPM1	0.311	3.625	5.510	2.450	0.596	0.440	-1.806	-2.311	-2.943	-4.862	-3.751
MORF_MAP2K2 MORF_MAP2K2	0.665	9.170	1.544	0.848	-0.856	0.848	-0.342	-1.116	-2.832	-4.378	-5.542
MORF_FEN1 MORF_FEN1	5.579	4.949	3.260	-0.839	-0.548	-0.839	-1.247	-1.829	-2.709	-2.709	-2.709
GNF2_TNFRSF1B GNF2_TNFRSF1B	-1.217	-1.793	-1.793	-2.667	-2.667	-1.217	-1.793	0.440	1.558	4.447	7.796
MORF_DEAF1 MORF_DEAF1	5.855	6.565	-0.400	1.512	-1.543	-0.647	-1.543	-1.543	-2.374	-2.374	-2.374
GNF2_PECAM1 GNF2_PECAM1	-1.508	-1.508	-1.508	-2.332	-2.332	-0.981	-1.508	-0.981	2.921	3.457	8.248
GNF2_XRCC5 GNF2_XRCC5	3.523	4.039	6.402	-0.507	-1.558	-0.757	-1.097	-1.558	-1.558	-3.129	-3.129
GCM_CSNK2B GCM_CSNK2B	0.732	4.760	2.909	2.909	0.385	0.258	-1.783	-2.351	-2.351	-4.142	-4.142
MORF_PPP2CA MORF_PPP2CA	-0.426	5.623	1.153	4.663	0.421	0.421	-2.154	-0.426	-2.154	-4.220	-5.372
GNF2_NS GNF2_NS	8.655	4.529	0.528	-0.300	-1.663	-1.663	-1.663	-1.663	-0.961	-1.663	-1.663
GNF2_S100A4 GNF2_S100A4	-1.955	-1.196	-1.196	-1.955	-1.955	-1.196	-1.955	-0.242	0.886	5.034	7.313
MORF_GSPT1 MORF_GSPT1	7.794	4.133	0.817	-0.271	-2.039	-0.785	-0.473	-2.039	-2.039	-2.039	-2.039
GNF2_HDAC1 GNF2_HDAC1	0.260	2.018	6.547	3.128	-0.690	0.260	-3.518	-0.496	-0.937	-3.518	-4.607
GNF2_STAT6 GNF2_STAT6	-3.298	-3.298	-2.342	-1.206	-0.847	-0.847	0.367	5.972	3.729	1.968	-0.579
GNF2_ST13 GNF2_ST13	-0.529	0.274	7.796	3.874	0.440	0.274	-1.793	-1.793	-1.793	-2.667	-2.667
MORF_MTA1 MORF_MTA1	0.526	6.312	2.098	1.453	-0.361	0.372	-1.814	-0.361	-2.385	-4.184	-4.184
MORF_EIF4E MORF_EIF4E	3.311	6.589	0.289	0.836	0.618	-0.475	-1.373	-0.987	-2.565	-3.551	-3.551
MORF_AP3D1 MORF_AP3D1	-0.450	3.673	1.343	4.997	-0.322	0.535	-0.450	-0.615	-2.214	-4.299	-5.457
GNF2_KPNB1 GNF2_KPNB1	3.674	3.175	4.767	0.301	-1.044	-1.044	-0.713	-1.044	-2.120	-3.045	-3.045
GNF2_HPX GNF2_HPX	-0.265	-0.912	-3.625	-5.670	0.987	-0.912	1.455	-1.504	-0.265	0.987	7.716
GNF2_MCM5 GNF2_MCM5	1.701	4.745	2.562	1.009	-0.472	-0.287	-2.541	-2.541	-1.127	-2.541	-2.541
MORF_RPA2 MORF_RPA2	0.417	6.065	1.392	2.122	0.534	0.534	-1.242	-0.641	-1.513	-5.771	-4.213
GNF2_SMC4L1 GNF2_SMC4L1	0.451	2.922	2.498	0.862	0.862	1.743	-2.528	-0.963	-2.528	-3.508	-3.508
GNF2_PTPRC GNF2_PTPRC	-1.937	-1.937	-2.835	-0.914	-2.835	-0.914	-0.608	3.545	2.571	3.040	1.385
GNF2_CD33 GNF2_CD33	-0.840	-0.840	-2.122	-2.122	-1.333	-0.514	-1.333	-0.514	1.060	1.060	10.942
MORF_MSH2 MORF_MSH2	1.044	6.171	2.170	0.330	-0.274	0.520	-1.649	-1.649	-2.499	-2.499	-2.499
MORF_CCNI MORF_CCNI	-1.060	0.559	5.689	2.690	0.256	1.275	-1.459	0.256	-2.678	-2.678	-3.677
MORF_SMC1L1 MORF_SMC1L1	0.975	6.615	1.652	0.479	-0.301	0.479	-1.157	-2.583	-1.721	-2.583	-2.583
MORF_PRDX3 MORF_PRDX3	-0.475	5.389	4.828	0.618	-0.475	0.435	-0.695	-1.373	-1.882	-2.565	-3.551
GNF2_LCAT GNF2_LCAT	0.342	-0.716	-3.228	-5.202	0.631	-0.952	1.259	-1.244	-0.264	0.814	7.565
GNF2_CDC2 GNF2_CDC2	-2.583	-0.490	2.497	1.292	2.978	2.054	-0.301	-0.490	-2.583	-2.583	-2.583
GNF2_CD1D GNF2_CD1D	-0.652	-1.094	-1.094	-1.830	-1.094	-1.830	-1.830	-0.373	1.377	2.827	7.003
GNF2_RRM1 GNF2_RRM1	0.390	3.579	1.581	0.763	2.290	0.559	-1.060	-1.060	-2.678	-3.677	-3.677
GNF2_SELL GNF2_SELL	-1.955	-1.955	-1.955	-1.196	-1.955	-1.196	0.598	1.629	3.719	3.719	-0.242
MORF_ESPL1 MORF_ESPL1	3.052	3.580	3.052	-0.287	0.315	-0.472	-1.685	-1.685	-1.685	-2.541	-2.541
GNF2_CCNB2 GNF2_CCNB2	-2.374	-0.400	1.913	1.157	4.540	1.512	-0.647	-0.400	-2.374	-2.374	-2.374
MORF_RAB1A MORF_RAB1A	-2.564	-0.795	2.153	3.044	0.547	0.684	0.684	0.840	0.840	-3.564	-6.751
MORF_CDC16 MORF_CDC16	1.832	4.676	-0.490	1.832	0.288	0.446	-0.314	-1.070	-3.087	-3.087	-3.087
MORF_PSMC2 MORF_PSMC2	-1.346	0.631	4.660	3.319	0.822	0.333	-0.761	-0.394	-0.761	-4.777	-3.673
MORF_SART1 MORF_SART1	-0.315	2.433	1.251	5.807	0.287	-0.315	-1.187	-0.789	-2.625	-2.625	-2.625
GNF2_TNFSF10 GNF2_TNFSF10	-1.246	-1.246	-0.641	-1.246	-1.246	-1.246	0.282	-0.641	-0.641	3.007	8.086
GNF2_CENPF GNF2_CENPF	-2.583	0.301	1.652	1.652	1.652	2.978	-0.301	-0.490	-2.583	-2.583	-2.583
GNF2_MCL1 GNF2_MCL1	-1.543	-1.543	-1.543	-1.543	-2.374	-0.647	-0.647	-0.400	3.372	3.372	3.937
GNF2_PTPN6 GNF2_PTPN6	-1.955	-1.955	-1.955	-0.731	-1.955	-0.731	-0.731	2.079	1.629	5.034	0.886
MORF_GMPS MORF_GMPS	1.326	4.337	2.637	0.456	-0.332	0.272	-0.896	-2.206	-2.206	-2.206	-2.206
GNF2_GSTM1 GNF2_GSTM1	0.545	-0.916	-2.697	-4.565	0.936	-0.916	1.175	-1.224	-0.335	0.393	7.219
MORF_RPA1 MORF_RPA1	-0.453	5.493	2.630	1.376	-0.274	0.330	-1.098	-1.649	-1.649	-2.499	-2.499
GNF2_CD97 GNF2_CD97	-0.895	-1.579	-0.895	-1.579	-1.579	-1.579	-1.579	1.729	1.729	2.234	3.414
MORF_CDC10 MORF_CDC10	-0.673	2.888	2.229	1.930	-0.372	0.601	-0.506	0.766	-1.424	-3.303	-6.140
MORF_PRKAR1A MORF_PRKAR1A	-2.117	0.497	3.393	1.746	-0.468	0.497	-0.341	1.019	1.019	-4.814	-4.814
GCM_GSPT1 GCM_GSPT1	-0.269	-0.823	1.303	0.729	-0.367	0.729	-1.041	5.758	0.578	-3.409	-5.816
MORF_RAF1 MORF_RAF1	-0.496	1.410	3.128	1.701	-0.346	0.260	0.706	0.529	-1.637	-4.607	-4.607
GNF2_TST GNF2_TST	-0.588	-1.106	-2.523	-3.287	1.323	-0.815	1.063	-1.106	0.323	-0.280	8.347
GCM_TPT1 GCM_TPT1	-0.965	0.740	3.913	3.391	1.649	-0.423	-2.010	-0.649	-1.401	-2.919	-2.010
GNF2_CD14 GNF2_CD14	-0.408	-0.408	-1.412	-1.412	-0.766	-1.412	-1.412	-0.766	0.427	2.020	8.102
MORF_CUL1 MORF_CUL1	0.715	4.956	1.268	2.390	-0.670	0.328	-0.991	-1.432	-2.047	-2.047	-2.961
GNF2_UBE2I GNF2_UBE2I	-0.652	1.808	4.041	2.292	0.685	-0.373	-1.094	-1.830	-1.830	-1.830	-1.830
GNF2_PCNA GNF2_PCNA	-1.937	1.068	2.571	1.385	2.138	1.068	-0.914	-0.391	-1.937	-2.835	-2.835
MORF_CDK2 MORF_CDK2	2.333	4.291	1.231	0.691	-0.692	0.482	-1.464	-1.017	-1.017	-3.003	-3.003
CAR_HPX CAR_HPX	0.463	-2.120	-2.120	-3.045	0.911	-0.713	1.519	-2.120	-0.301	1.196	4.767
GCM_PSME1 GCM_PSME1	0.289	2.862	1.378	1.378	0.836	1.701	-1.373	-0.987	-2.565	-3.551	-2.565
GNF2_HPN GNF2_HPN	0.351	-0.893	-3.589	-3.589	0.631	-0.677	1.484	-1.158	-0.364	0.808	6.708
GNF2_CCNA2 GNF2_CCNA2	-1.937	0.372	2.138	0.561	4.083	1.068	-0.391	-0.240	-1.937	-2.835	-2.835
MORF_MBD4 MORF_MBD4	-0.987	-0.987	4.828	2.444	0.836	0.435	-1.373	0.836	-0.695	-3.551	-2.565
GNF2_MYD88 GNF2_MYD88	-2.499	-2.499	-1.649	-1.098	-1.649	-0.453	0.758	1.044	4.240	2.170	0.520
GNF2_MSH6 GNF2_MSH6	2.277	6.872	0.264	-0.342	-1.287	0.264	-1.287	-0.672	-1.287	-1.287	-1.287
GNF2_RFC4 GNF2_RFC4	0.330	3.666	2.170	0.330	0.520	1.044	-1.649	-0.453	-2.499	-2.499	-2.499
GNF2_SPI1 GNF2_SPI1	-1.412	-1.412	-1.412	-1.412	-1.412	-0.766	0.427	0.215	0.717	1.518	6.263
GCM_PPP1CC GCM_PPP1CC	1.971	5.297	0.613	0.880	0.233	-0.382	-0.981	-1.508	-1.508	-2.332	-2.332
GNF2_ICAM3 GNF2_ICAM3	-1.621	-1.621	-1.621	-1.621	-0.928	-0.526	-0.526	0.555	1.231	5.414	1.664
GNF2_CDC20 GNF2_CDC20	-1.508	0.233	1.197	0.880	4.646	1.197	-0.382	-0.382	-2.332	-2.332	-2.332
GNF2_GLTSCR2 GNF2_GLTSCR2	-1.287	0.264	4.311	4.311	0.264	-1.287	-1.287	-0.342	-0.672	-1.287	-1.287
GNF2_MLH1 GNF2_MLH1	1.939	4.980	1.939	0.269	-1.027	-0.600	-0.600	-1.027	-1.746	-1.746	-1.746
GNF2_DENR GNF2_DENR	1.829	4.555	1.420	0.753	0.301	-0.840	-1.333	-1.333	-1.333	-2.122	-2.122
GCM_DDX5 GCM_DDX5	-0.345	4.949	1.175	1.175	-0.548	1.175	-0.839	-0.548	-1.829	-2.709	-2.709
GNF2_CD53 GNF2_CD53	-1.578	-1.578	-2.416	-1.578	-1.578	-0.417	0.565	1.858	1.858	4.438	-0.247
GNF2_CEBPA GNF2_CEBPA	-0.330	-0.529	-1.217	-2.667	0.440	-1.793	0.440	-1.217	-0.330	0.653	8.559
MORF_JUND MORF_JUND	-2.667	-1.217	2.835	2.835	1.213	1.213	-0.330	-0.529	-0.529	-1.793	-2.667
GNF2_MCM4 GNF2_MCM4	-0.896	1.716	3.162	0.984	2.637	-0.332	-1.403	-0.896	-1.403	-2.206	-2.206
GNF2_PPP6C GNF2_PPP6C	-1.621	-0.526	4.663	1.664	1.231	0.860	-0.928	-0.526	-1.621	-1.621	-1.621
GNF2_RBBP6 GNF2_RBBP6	0.500	2.390	1.979	2.837	0.328	-0.276	-0.991	-0.991	-1.432	-2.961	-2.961
GCM_MLL GCM_MLL	-0.904	-0.418	2.175	0.811	-0.418	0.989	-0.904	5.018	-0.550	-2.084	-5.043
MORF_IL4 MORF_IL4	-0.810	-2.182	-4.213	-1.824	0.995	0.534	1.392	-1.009	-0.382	4.412	1.861
GCM_MYST2 GCM_MYST2	-0.871	0.538	1.456	2.542	-0.525	0.682	-0.525	2.860	-0.525	-3.508	-4.966
GCM_CBFB GCM_CBFB	1.003	5.054	0.740	1.003	0.342	-0.264	-0.649	-0.965	-1.401	-2.919	-2.919
GNF2_PAK2 GNF2_PAK2	-1.162	-1.162	-1.162	-1.162	-1.162	-0.581	-0.280	3.993	3.993	0.608	-0.581
GNF2_G22P1 GNF2_G22P1	1.868	3.643	1.395	0.647	-0.234	-0.454	-1.496	-1.496	-1.496	-1.496	-1.496
GNF2_ELAC2 GNF2_ELAC2	3.218	1.686	2.659	0.923	-1.162	-0.704	-1.162	-0.704	-1.162	-1.913	-1.913
GNF2_RAP1B GNF2_RAP1B	-1.496	-1.496	-1.496	-1.496	-1.496	0.380	-0.234	2.402	3.643	-0.234	0.987
MORF_TERF2IP MORF_TERF2IP	-1.065	-0.586	1.497	2.450	-0.586	1.231	1.231	1.231	-1.065	-2.311	-4.862
MORF_BUB1B MORF_BUB1B	1.840	3.705	0.850	0.405	0.249	-0.360	-1.278	0.605	-1.865	-2.751	-2.751
GNF2_FOS GNF2_FOS	-0.318	-0.575	-1.704	-1.704	-0.994	-0.575	-0.994	-0.994	1.133	2.008	5.884
MORF_ATOX1 MORF_ATOX1	-0.255	-0.255	4.706	2.725	-0.255	-0.398	-1.719	-0.255	-0.255	-2.379	-3.340
MORF_SP3 MORF_SP3	-0.824	-0.369	3.310	2.846	0.776	1.323	-1.178	-0.824	-0.561	-2.304	-3.256
MORF_MAP2K7 MORF_MAP2K7	-0.654	-2.294	-3.249	-1.576	2.792	-0.286	0.683	-1.288	-0.384	3.457	1.923
GNF2_FEN1 GNF2_FEN1	-0.382	2.921	1.561	0.880	0.880	1.197	-1.508	-0.981	-1.508	-2.332	-2.332
MORF_BECN1 MORF_BECN1	-3.326	-0.426	0.810	3.410	-0.604	-0.426	0.810	2.597	-0.291	-1.129	-3.326
CAR_IGFBP1 CAR_IGFBP1	-0.235	-1.543	-1.543	-2.374	-0.235	-1.010	1.157	-1.543	0.589	1.512	4.540
MORF_DAP MORF_DAP	-1.178	0.776	4.329	1.652	-0.561	0.242	0.382	0.559	-1.178	-2.304	-3.256
MORF_PHB MORF_PHB	2.451	0.814	2.451	0.814	-0.527	0.473	-0.716	-0.264	-0.952	-5.202	-2.036
GNF2_TIMP2 GNF2_TIMP2	-0.412	-1.913	-0.704	-1.162	0.923	-1.162	1.277	-1.913	-0.704	1.277	4.472
GNF2_TDG GNF2_TDG	1.455	1.942	2.491	0.681	-0.218	-0.218	-1.454	-1.454	-1.454	-1.454	-1.454
MORF_TERF1 MORF_TERF1	-0.360	2.700	1.840	2.251	0.249	0.249	-0.568	-0.568	-1.278	-2.751	-2.751
MORF_PPP6C MORF_PPP6C	-1.106	0.462	3.470	1.323	0.832	-0.815	0.632	0.832	-0.815	-3.287	-3.287
GNF2_BUB3 GNF2_BUB3	1.970	4.798	0.980	-0.280	-1.162	-1.162	-0.581	-0.581	-0.581	-1.162	-1.162
GNF2_HMMR GNF2_HMMR	-1.196	0.370	2.079	0.598	3.126	0.598	-0.432	-0.242	-1.955	-1.955	-1.955
GNF2_HAT1 GNF2_HAT1	0.522	3.427	1.469	1.469	-0.286	0.317	-1.298	-1.298	-0.812	-2.081	-2.081
GNF2_DEK GNF2_DEK	0.817	1.858	1.858	0.817	1.118	0.362	-1.039	-1.578	-1.039	-2.416	-2.416
GNF2_CENPE GNF2_CENPE	-1.704	-0.318	0.785	0.502	3.728	1.133	-0.318	0.502	-1.704	-1.704	-1.704
GNF2_HLA_C GNF2_HLA_C	-1.955	-1.196	-1.955	-0.731	-0.432	-0.242	-0.731	3.126	0.598	3.719	-0.242
GCM_ANP32B GCM_ANP32B	-0.234	1.395	2.402	1.395	-0.454	1.395	-1.496	-1.496	-0.830	-1.496	-1.496
MORF_RAB5A MORF_RAB5A	-2.215	-0.301	2.718	1.965	0.821	-0.448	-0.903	0.615	1.060	-2.215	-2.943
GNF2_CYP2B6 GNF2_CYP2B6	-0.271	-1.264	-0.785	-2.039	-0.271	-0.785	-0.473	-0.785	0.334	1.142	6.985
GCM_DFFA GCM_DFFA	-0.302	0.932	0.566	1.965	0.421	0.932	-0.785	0.932	-0.302	-2.700	-5.372
MORF_PAPSS1 MORF_PAPSS1	-0.796	1.090	0.855	1.648	0.855	0.651	-0.571	0.855	-0.399	-3.249	-4.311
MORF_BUB1 MORF_BUB1	2.219	2.712	0.477	0.477	0.286	0.286	-0.316	-0.536	-2.164	-2.164	-2.164
MORF_PRKCA MORF_PRKCA	-0.278	-3.807	-2.708	-1.554	0.555	0.326	0.860	-0.494	0.555	1.241	3.862
GNF2_TPT1 GNF2_TPT1	-1.579	-0.266	0.900	4.083	1.729	0.339	-0.501	-0.501	-0.895	-1.579	-1.579
GCM_RAB10 GCM_RAB10	-1.115	-0.538	1.210	1.671	0.300	0.525	-0.302	3.503	-0.302	-2.970	-3.541
GNF2_FGR GNF2_FGR	-1.329	-0.703	-0.703	-1.329	-1.329	-0.703	-0.703	0.795	0.795	2.786	2.786
MORF_SNRP70 MORF_SNRP70	-0.765	0.479	1.652	2.497	0.975	0.704	-0.765	0.301	-2.583	-1.157	-2.583
MORF_TPR MORF_TPR	-0.519	-0.382	0.748	2.508	-0.382	1.623	0.748	0.446	-0.275	-2.735	-4.973
GCM_UBE2N GCM_UBE2N	-0.330	-0.599	0.649	1.219	-0.330	1.219	0.378	1.983	0.502	-2.924	-5.213
GNF2_EGFR GNF2_EGFR	-0.363	-1.329	-0.703	-0.703	1.188	-0.703	0.247	-1.329	-1.329	1.653	4.165
GNF2_DDX5 GNF2_DDX5	-1.757	-1.187	-0.789	-0.315	0.459	3.962	0.459	1.998	0.459	-0.789	-2.625
GNF2_KISS1 GNF2_KISS1	-0.473	-2.039	-0.785	-1.264	0.817	-0.473	1.142	-2.039	-0.271	0.817	4.133
GNF2_MMP11 GNF2_MMP11	-0.336	-1.746	-0.600	-1.027	1.087	-1.027	1.087	-1.746	-0.600	0.750	4.276
MORF_CTSB MORF_CTSB	-0.327	-2.883	-4.009	-0.910	0.927	0.927	0.927	-0.723	-0.434	2.607	1.539
GNF2_MMP1 GNF2_MMP1	-0.703	-1.329	-1.329	-1.329	0.480	-1.329	0.480	1.188	0.480	-0.363	4.165
MORF_BAG5 MORF_BAG5	-0.365	0.245	1.611	4.131	0.914	-0.365	-0.602	-0.602	-0.602	-2.290	-2.290
GNF2_TTK GNF2_TTK	-0.928	0.320	2.704	0.860	1.664	0.860	-0.928	-0.283	-1.621	-1.621	-1.621
GNF2_CDH3 GNF2_CDH3	-0.551	-0.551	-1.121	-1.121	-0.260	-0.551	1.034	-0.551	-1.121	0.645	5.871
GNF2_SMC1L1 GNF2_SMC1L1	1.508	0.346	3.384	1.508	-0.551	-0.551	-1.121	-0.551	-1.121	-1.121	-1.121
GNF2_RRM2 GNF2_RRM2	-0.961	0.528	2.080	0.302	3.203	-0.300	-0.300	0.302	-1.663	-1.663	-1.663
GNF2_BUB1B GNF2_BUB1B	-0.271	1.142	1.521	0.817	2.952	-0.473	-0.785	-0.473	-1.264	-2.039	-2.039
GNF2_DNM1 GNF2_DNM1	0.883	-1.527	-2.157	-1.070	0.288	-0.490	-0.735	0.288	-0.314	6.515	0.288
GCM_RAF1 GCM_RAF1	0.453	3.513	1.429	1.044	-0.355	0.253	-1.060	-1.788	-0.626	-1.060	-1.788
GNF2_MSH2 GNF2_MSH2	0.324	3.993	1.436	0.324	-0.581	0.608	-1.162	-0.581	-1.162	-1.162	-1.162
MORF_PPP2R4 MORF_PPP2R4	0.499	0.301	2.789	2.789	0.301	-1.333	-1.333	0.301	-0.514	-1.333	-2.122
GNF2_RFC3 GNF2_RFC3	0.785	2.008	1.542	-0.318	0.502	1.133	-0.994	-0.575	-1.704	-1.704	-1.704
GNF2_MSN GNF2_MSN	-0.996	-0.996	-0.996	-0.996	0.426	-0.204	-0.996	3.061	2.366	0.426	-0.463
GNF2_CD48 GNF2_CD48	-1.329	-1.329	-1.329	-0.703	-0.703	0.480	0.247	2.187	0.247	3.446	-0.363
GCM_RAD21 GCM_RAD21	0.942	2.316	1.337	1.337	-0.250	-0.477	-0.863	-0.477	-1.537	-1.537	-1.537
GNF2_MYL2 GNF2_MYL2	1.653	-0.703	-1.329	-1.329	0.480	-0.363	1.188	-1.329	-1.329	1.653	0.795
MORF_WNT1 MORF_WNT1	1.232	-1.554	-2.028	-2.028	0.290	-0.875	0.767	-0.638	-0.312	1.232	3.728
GNF2_IL2RB GNF2_IL2RB	0.409	-1.872	-0.678	-1.872	-0.393	0.226	0.226	-0.678	-0.393	1.326	4.592
MORF_USP5 MORF_USP5	1.772	1.372	1.772	0.477	-0.316	0.477	-0.536	-0.536	-1.368	-2.164	-2.164
GCM_HBP1 GCM_HBP1	-0.965	1.003	0.740	1.306	-0.649	-0.264	0.740	1.003	0.520	-2.919	-2.919
MORF_REV3L MORF_REV3L	-1.068	1.420	-0.435	2.699	0.346	-0.435	0.346	0.787	0.346	-2.458	-2.458
GCM_HMGA2 GCM_HMGA2	-0.699	-2.007	-1.221	-0.932	0.353	-0.513	2.494	-0.932	-0.932	2.856	2.156
MORF_THPO MORF_THPO	-0.767	-2.667	-2.125	-1.680	0.954	-0.292	0.581	-0.413	1.179	0.954	3.038
MORF_BCL2L11 MORF_BCL2L11	0.482	-2.883	-2.883	-1.687	1.316	0.612	1.112	-0.910	0.482	0.927	1.779
GNF2_CKS2 GNF2_CKS2	-0.493	1.469	2.356	0.522	0.522	1.100	-0.493	-0.493	-1.298	-2.081	-2.081
GNF2_JAK1 GNF2_JAK1	-0.703	-1.329	-0.703	-1.329	-1.329	0.480	-0.703	1.188	1.188	0.480	2.786
GNF2_SMC2L1 GNF2_SMC2L1	-1.371	0.453	1.584	0.755	1.584	0.453	-0.735	0.755	-1.371	-1.371	-1.371
GNF2_TTN GNF2_TTN	-0.521	-1.079	-1.079	-1.079	-0.241	0.371	0.371	-0.241	-1.079	1.091	4.313
