GO	[-23.88 -0.90]	[-0.90 -0.57]	[-0.57 -0.36]	[-0.36 -0.21]	[-0.21 -0.04]	[-0.04 0.02]	[0.02 0.27]	[0.27 0.60]	[0.60 1.22]	[1.22 2.21]	[2.21 10.00]
MORF_PCNA MORF_PCNA	4.415	6.733	3.902	-0.289	0.468	-1.309	-3.449	-2.477	-3.449	-3.449	-3.469
MORF_PPP2CA MORF_PPP2CA	-0.423	8.221	3.336	2.956	0.928	-2.135	-0.581	-1.024	-4.186	-5.331	-5.362
GCM_CSNK2B GCM_CSNK2B	0.950	5.766	5.766	1.199	1.199	-3.075	-0.985	-2.335	-4.117	-4.117	-4.141
GNF2_NPM1 GNF2_NPM1	3.224	6.687	5.415	0.315	-0.689	-2.073	-1.456	-2.990	-2.990	-2.990	-3.007
MORF_AP3D1 MORF_AP3D1	-0.448	5.399	4.040	2.862	0.885	-1.065	0.397	-2.194	-3.414	-5.415	-5.446
MORF_MTA1 MORF_MTA1	0.525	6.815	4.146	0.710	1.445	-3.113	-0.733	-0.733	-4.159	-4.159	-4.183
MORF_CCNI MORF_CCNI	-0.751	1.573	8.788	0.762	2.670	-3.657	0.391	-1.450	-2.663	-3.657	-3.679
GNF2_HDAC1 GNF2_HDAC1	0.261	4.887	10.149	0.381	0.528	-2.711	-0.685	-1.239	-2.106	-3.493	-4.604
MORF_RPA2 MORF_RPA2	0.417	8.253	1.598	2.955	0.818	-0.801	-0.495	-0.634	-4.865	-5.699	-4.904
MORF_FEN1 MORF_FEN1	6.189	5.535	2.751	-0.546	-0.546	-0.835	-1.821	-2.698	-2.698	-2.698	-2.714
GNF2_KPNB1 GNF2_KPNB1	3.648	5.314	5.314	-1.488	-0.300	-2.110	-0.471	-1.488	-3.032	-3.032	-3.049
MORF_EIF4E MORF_EIF4E	3.285	7.148	1.692	0.617	0.290	-1.871	-0.313	-3.532	-2.551	-3.532	-3.553
GNF2_CASP1 GNF2_CASP1	-1.652	-2.746	-2.137	-3.532	-1.263	-4.619	0.513	0.685	4.815	5.833	2.273
GNF2_ST13 GNF2_ST13	-0.527	0.909	13.597	0.441	1.209	-1.212	-1.212	-1.785	-2.657	-2.657	-2.672
GNF2_XRCC5 GNF2_XRCC5	3.498	5.717	5.717	-1.092	-0.505	-1.092	-1.550	-1.550	-2.183	-3.115	-3.133
MORF_PSMC2 MORF_PSMC2	-1.336	1.552	7.812	1.281	2.518	-2.230	0.630	-1.014	-2.850	-4.745	-3.671
GCM_PSME1 GCM_PSME1	0.290	4.256	2.427	0.436	5.336	-2.551	-0.313	-2.551	-3.532	-3.532	-2.569
MORF_PRDX3 MORF_PRDX3	-0.473	5.915	6.520	0.436	1.086	-1.871	-0.473	-1.871	-2.551	-3.532	-3.553
MORF_DEAF1 MORF_DEAF1	6.517	5.814	1.906	-0.645	-0.645	-1.006	-1.537	-2.365	-2.365	-2.365	-2.379
GNF2_CARD15 GNF2_CARD15	-1.364	-1.965	-1.965	-2.865	-0.935	-2.865	-0.935	0.358	0.540	7.760	6.339
MORF_CDC10 MORF_CDC10	-0.667	4.807	3.205	1.638	0.949	-1.761	0.600	-0.370	-1.410	-6.087	-6.122
MODULE_76 MODULE_76	-0.888	-2.403	-1.741	-2.403	-1.741	1.214	-1.254	-0.888	-0.614	1.522	14.530
GNF2_NS GNF2_NS	8.604	4.508	0.821	-0.549	-1.658	-1.658	-1.658	-1.658	-0.958	-1.658	-1.668
GCM_MYST2 GCM_MYST2	-0.862	1.022	5.466	0.679	1.222	-2.423	3.146	0.310	-1.084	-5.873	-5.912
MORF_MSH2 MORF_MSH2	1.042	6.125	3.644	-0.273	1.372	-1.643	-1.643	-2.490	-2.490	-2.490	-2.504
MORF_GSPT1 MORF_GSPT1	7.740	4.112	1.944	-1.260	-0.782	-1.260	-0.782	-2.032	-2.032	-2.032	-2.044
GNF2_SMC4L1 GNF2_SMC4L1	0.452	4.335	2.901	1.117	2.901	-1.337	-0.958	-1.838	-3.490	-3.490	-3.511
GNF2_RRM1 GNF2_RRM1	0.391	5.630	1.573	1.269	2.670	-0.751	-0.751	-1.969	-3.657	-3.657	-3.679
MODULE_92 MODULE_92	-1.176	-3.371	-3.371	-0.292	-0.923	6.469	-3.371	-0.923	-0.541	2.725	5.014
MORF_PRKAR1A MORF_PRKAR1A	-2.096	1.730	2.984	1.230	1.730	-1.686	1.469	1.469	-2.096	-5.961	-4.802
MORF_RAB1A MORF_RAB1A	-2.529	0.427	2.993	2.993	2.396	-1.472	2.122	0.681	-1.472	-4.124	-6.714
GNF2_MCM5 GNF2_MCM5	1.695	6.001	3.559	0.316	0.499	-1.678	-2.532	-1.123	-2.532	-2.532	-2.546
MORF_SART1 MORF_SART1	0.288	2.421	5.121	1.990	0.940	-2.615	-0.314	-2.615	-2.615	-2.615	-2.630
MORF_RAF1 MORF_RAF1	-0.493	3.097	4.406	0.909	0.381	-0.493	2.003	-1.239	-3.493	-4.577	-4.604
MODULE_183 MODULE_183	0.628	6.873	4.322	-0.546	0.878	-1.821	-0.835	-1.242	-2.698	-2.698	-2.714
GNF2_STAT6 GNF2_STAT6	-3.282	-3.282	-1.677	-1.677	0.367	-1.677	4.752	2.766	4.212	-0.243	-1.211
MORF_ESPL1 MORF_ESPL1	3.036	4.712	3.036	-0.287	0.730	-1.678	-1.678	-2.532	-1.678	-2.532	-2.546
MORF_RPA1 MORF_RPA1	-0.452	6.125	4.213	0.520	1.372	-1.643	-1.093	-1.643	-2.490	-2.490	-2.504
MORF_SMC1L1 MORF_SMC1L1	0.973	7.277	2.962	0.479	0.479	-1.152	-1.714	-1.714	-2.573	-2.573	-2.588
GCM_MLL GCM_MLL	-0.895	0.512	3.759	1.178	0.806	-2.964	2.740	1.625	-0.895	-4.985	-5.992
MORF_CDC16 MORF_CDC16	1.823	5.215	1.157	0.644	1.157	-1.065	0.289	-3.073	-3.073	-3.073	-3.091
GCM_TPT1 GCM_TPT1	-0.647	1.000	9.877	0.520	1.642	-1.394	-0.647	-0.961	-2.907	-2.907	-2.015
GCM_GSPT1 GCM_GSPT1	-0.268	-0.486	2.031	1.519	0.895	-3.369	3.630	1.766	-0.815	-4.799	-5.792
MORF_DAP MORF_DAP	-1.172	1.028	6.649	0.775	0.775	-2.293	2.400	-1.172	-1.645	-3.240	-3.259
GCM_CBFB GCM_CBFB	1.000	5.623	2.020	0.343	1.302	-2.907	0.343	-2.001	-2.001	-2.907	-2.923
GCM_DDX5 GCM_DDX5	-0.344	6.189	2.751	0.262	1.507	-1.821	0.423	-1.821	-2.698	-2.698	-2.714
MORF_GMPS MORF_GMPS	1.711	4.952	3.709	-0.332	-0.332	0.272	-2.199	-2.199	-2.199	-2.199	-2.211
GNF2_CCNB2 GNF2_CCNB2	-2.365	-0.234	2.348	2.348	5.814	-0.645	0.380	-1.537	-2.365	-2.365	-2.379
GNF2_CDC2 GNF2_CDC2	-2.573	0.302	2.484	2.962	4.026	-0.300	0.479	-1.714	-2.573	-2.573	-2.588
GNF2_ITGB2 GNF2_ITGB2	-2.365	-2.365	-1.537	-2.365	-1.006	-2.365	0.589	1.906	5.146	2.831	0.375
MORF_JUND MORF_JUND	-1.785	-0.527	5.016	1.209	4.416	-2.657	0.652	-0.527	-1.212	-2.657	-2.672
MORF_CDK2 MORF_CDK2	2.320	5.415	1.555	0.939	0.315	-1.013	-2.073	-0.454	-2.990	-2.990	-3.007
MORF_PPP6C MORF_PPP6C	-1.098	1.316	4.835	0.631	0.830	-1.462	3.436	-0.585	-2.505	-4.326	-3.287
MORF_CUL1 MORF_CUL1	0.714	7.494	1.598	1.598	0.328	-1.425	-0.987	-2.037	-1.425	-2.948	-2.965
MORF_PAPSS1 MORF_PAPSS1	-0.791	1.956	1.638	2.302	1.638	-2.471	1.956	-0.398	-1.892	-4.284	-4.309
GNF2_UBE2I GNF2_UBE2I	-0.650	2.816	6.164	0.685	1.374	-1.824	-1.091	-1.824	-1.824	-1.824	-1.835
GNF2_PCNA GNF2_PCNA	-1.928	2.557	1.735	2.557	3.022	-0.606	-0.239	-1.333	-2.823	-2.823	-2.840
GCM_UBE2N GCM_UBE2N	-0.328	-0.328	3.242	-0.328	2.893	-1.941	2.253	1.210	-0.995	-5.162	-5.196
GNF2_DENR GNF2_DENR	1.823	7.407	1.416	0.302	0.302	-2.115	-0.837	-1.328	-2.115	-2.115	-2.128
MODULE_79 MODULE_79	-1.331	-1.771	-1.331	-0.715	-0.985	-0.715	-2.335	-0.985	0.385	4.216	10.094
GNF2_CENPF GNF2_CENPF	-2.573	0.703	1.646	2.484	4.026	0.302	0.479	-1.714	-2.573	-2.573	-2.588
GNF2_RBBP6 GNF2_RBBP6	0.501	3.295	4.916	0.969	0.714	-1.425	-0.668	-0.987	-2.948	-2.948	-2.965
GCM_PPP1CC GCM_PPP1CC	2.414	5.941	1.556	-0.381	0.879	-1.502	-0.977	-1.502	-2.323	-2.323	-2.337
MORF_MBD4 MORF_MBD4	-0.982	-0.473	7.148	1.086	2.044	-0.982	1.086	-0.691	-2.551	-3.532	-2.569
GNF2_TNFRSF1B GNF2_TNFRSF1B	-1.212	-1.785	-1.785	-2.657	-1.212	-2.657	0.275	0.652	1.936	5.016	2.797
GCM_RAB10 GCM_RAB10	-1.102	0.823	1.002	2.470	1.002	-1.674	3.447	1.002	-1.102	-5.913	-4.194
GNF2_CCNA2 GNF2_CCNA2	-1.928	1.066	1.735	1.735	4.054	-0.239	0.561	-1.333	-2.823	-2.823	-2.840
MODULE_128 MODULE_128	-1.279	-1.712	-1.279	-0.678	-0.941	-0.678	-2.268	-0.941	0.413	3.879	9.657
MODULE_292 MODULE_292	-0.384	-0.923	-2.372	-1.514	-1.514	0.453	-3.629	-1.190	1.678	3.705	6.390
GNF2_PECAM1 GNF2_PECAM1	-1.502	-1.502	-1.502	-2.323	-0.977	-2.323	-0.977	0.879	2.414	4.009	3.414
MODULE_170 MODULE_170	-1.357	-1.357	-1.357	-0.733	-1.007	-0.521	-2.369	-1.007	0.372	4.146	9.284
MORF_BUB1B MORF_BUB1B	1.832	5.426	1.135	-0.359	0.406	-0.860	0.849	-1.857	-2.740	-2.740	-2.756
MODULE_108 MODULE_108	0.233	-1.502	-0.977	-1.502	-0.977	2.906	-2.323	-1.502	-1.502	2.414	5.906
MORF_SP3 MORF_SP3	-0.820	0.775	4.841	1.318	3.286	-1.645	-0.820	-0.368	-1.172	-3.240	-3.259
MODULE_263 MODULE_263	-1.124	-1.124	-1.866	-1.124	-0.392	3.912	-1.866	-1.124	-1.124	1.323	5.978
MODULE_223 MODULE_223	-1.661	-3.137	-1.661	-1.661	-0.329	0.837	-2.554	0.381	0.381	4.615	5.468
GNF2_RFC4 GNF2_RFC4	0.331	4.816	2.161	0.520	1.745	-1.093	-0.452	-1.643	-2.490	-2.490	-2.504
GCM_DFFA GCM_DFFA	-0.301	1.390	3.336	0.565	1.147	-1.024	0.928	0.421	-0.779	-5.331	-5.362
GNF2_ELAC2 GNF2_ELAC2	3.204	2.649	3.805	-0.411	-0.411	-1.908	-1.158	-0.411	-1.908	-1.908	-1.919
GNF2_CDC20 GNF2_CDC20	-1.502	0.398	1.556	1.963	5.262	-0.381	0.398	-1.502	-2.323	-2.323	-2.337
GNF2_S100A4 GNF2_S100A4	-1.949	-1.192	-1.192	-1.949	-1.192	-1.949	-0.729	0.885	1.625	5.006	2.550
MODULE_324 MODULE_324	1.026	-2.839	-1.823	-1.442	-2.283	-0.351	-1.442	-0.656	0.646	3.468	6.626
MODULE_436 MODULE_436	0.568	-1.563	-1.958	-0.735	-2.432	0.568	-3.004	-1.233	1.127	2.193	7.272
GNF2_MLH1 GNF2_MLH1	1.933	5.699	2.439	-0.599	-0.335	-1.024	-0.599	-1.741	-1.741	-1.741	-1.751
GNF2_GLTSCR2 GNF2_GLTSCR2	-1.285	0.509	8.812	1.243	-0.341	-1.285	-1.285	0.264	-1.285	-1.285	-1.292
MORF_PHB MORF_PHB	2.426	1.509	1.791	1.509	1.019	-2.019	-0.263	0.343	-4.031	-4.031	-2.570
MODULE_289 MODULE_289	-1.233	-2.019	-2.019	-0.376	-0.945	3.549	-2.019	-2.019	-0.263	3.153	4.820
MODULE_124 MODULE_124	-0.312	6.034	1.292	0.427	3.052	-1.682	-0.312	-2.234	-2.234	-1.682	-2.253
MORF_TERF1 MORF_TERF1	-0.359	3.681	3.165	1.464	0.605	-0.860	-0.359	-0.860	-2.740	-2.740	-2.756
GCM_RAN GCM_RAN	-1.868	0.388	1.113	1.524	0.498	-3.105	4.182	2.266	-0.408	-3.105	-3.676
MORF_SNRP70 MORF_SNRP70	-0.762	0.703	4.026	1.646	1.646	-1.152	0.973	-2.573	-1.152	-2.573	-2.588
MODULE_152 MODULE_152	2.097	2.779	3.153	-0.376	0.473	-0.711	-0.263	0.343	-2.547	-4.031	-4.059
GNF2_DEK GNF2_DEK	0.816	3.270	1.851	1.461	1.461	-1.572	-1.035	-1.035	-2.407	-2.407	-2.421
MORF_TPR MORF_TPR	-0.515	0.330	1.878	1.878	2.168	-0.682	1.878	0.330	-1.433	-4.926	-4.959
GNF2_SELL GNF2_SELL	-1.949	-1.949	-1.192	-1.949	-1.192	-1.192	2.072	2.569	4.333	0.598	-0.436
MODULE_171 MODULE_171	0.321	-0.941	-2.971	-1.538	-1.538	0.440	-2.402	-1.212	2.900	2.230	5.340
GNF2_PTPRC GNF2_PTPRC	-1.928	-1.928	-1.333	-1.928	-0.910	-2.823	2.127	4.054	1.380	1.380	0.553
GNF2_MSH6 GNF2_MSH6	2.272	7.800	0.264	-0.671	0.264	-1.285	-0.671	-1.285	-1.285	-1.285	-1.292
GNF2_MCM4 GNF2_MCM4	-0.893	3.709	3.147	0.983	1.323	-0.332	-1.397	-0.893	-2.199	-2.199	-2.211
GNF2_HAT1 GNF2_HAT1	0.523	4.643	2.857	0.523	0.783	-1.294	-1.294	-0.810	-2.074	-2.074	-2.086
MORF_TERF2IP MORF_TERF2IP	-1.057	0.440	3.176	1.224	0.778	0.440	2.428	-0.417	-2.293	-2.920	-4.856
GNF2_CD33 GNF2_CD33	-0.837	-0.837	-2.115	-2.115	-0.300	-2.115	-0.513	-0.300	0.499	3.904	5.162
MODULE_62 MODULE_62	-0.363	3.483	3.483	0.377	0.541	-0.538	0.377	0.246	-2.002	-3.699	-3.721
MORF_BECN1 MORF_BECN1	-3.303	0.448	1.876	1.876	-0.424	-0.601	3.377	1.032	-0.601	-3.303	-3.326
GNF2_FEN1 GNF2_FEN1	-0.381	3.438	1.963	1.556	1.556	-0.622	-0.622	-1.502	-2.323	-2.323	-2.337
GCM_HBP1 GCM_HBP1	-0.961	1.000	2.885	0.343	-0.263	-1.394	2.885	1.302	-2.001	-2.907	-2.923
GNF2_PPP6C GNF2_PPP6C	-1.617	1.229	2.695	2.695	1.660	-0.925	-0.283	-1.617	-1.617	-1.617	-1.626
GNF2_BUB3 GNF2_BUB3	1.966	7.549	0.608	-1.160	-1.160	-0.579	-0.579	-0.579	-1.160	-1.160	-1.167
MODULE_345 MODULE_345	0.322	-1.639	-1.279	-0.744	-1.639	0.447	-2.612	-1.279	0.597	2.343	7.774
MODULE_208 MODULE_208	-0.254	-1.562	-1.990	-1.562	-1.562	0.647	-2.515	-0.925	2.826	2.469	4.428
GNF2_G22P1 GNF2_G22P1	1.863	5.076	1.392	0.381	-0.234	-0.828	-1.492	-1.492	-1.492	-1.492	-1.501
GNF2_MYD88 GNF2_MYD88	-2.490	-2.490	-1.093	-1.643	-0.452	-1.093	2.617	2.617	2.617	1.042	-0.722
GNF2_TDG GNF2_TDG	1.452	3.090	2.484	0.681	0.404	-1.451	-1.451	-1.451	-1.451	-1.451	-1.459
MORF_ATOX1 MORF_ATOX1	-0.254	0.726	5.226	1.911	0.521	-0.865	-0.397	-0.397	-1.226	-3.323	-3.343
MODULE_122 MODULE_122	0.524	-2.040	-2.040	-1.636	-1.636	0.393	-0.785	-0.320	0.283	1.057	9.245
GNF2_MCL1 GNF2_MCL1	-1.006	-2.365	-1.537	-1.537	-0.645	-2.365	-0.234	0.847	3.353	2.831	1.493
GCM_PFN1 GCM_PFN1	0.499	2.777	0.752	-0.300	3.320	-1.328	0.752	-2.115	-1.328	-2.115	-2.128
GNF2_DDX5 GNF2_DDX5	-1.749	-1.182	0.288	-0.507	6.435	-0.786	2.890	0.288	-0.314	-1.182	-2.630
GNF2_PTPN6 GNF2_PTPN6	-1.949	-1.949	-1.192	-1.192	-0.729	-1.949	0.885	1.625	4.333	1.228	0.365
MORF_RAB5A MORF_RAB5A	-2.201	1.056	3.110	0.819	1.324	-1.228	1.056	0.302	-0.301	-3.950	-2.945
GCM_RAD21 GCM_RAD21	0.942	2.884	3.513	-0.476	0.615	-1.534	-0.250	-1.534	-1.534	-1.534	-1.543
GNF2_CD1D GNF2_CD1D	-0.650	-1.091	-1.091	-1.824	-1.091	-1.824	-0.650	0.431	0.685	5.407	2.797
GNF2_CD14 GNF2_CD14	0.216	-0.765	-1.409	-1.409	-0.765	-1.409	-0.765	-0.407	-0.407	4.611	4.587
MORF_CCNF MORF_CCNF	0.382	3.775	1.028	1.645	1.318	-1.172	0.243	-1.645	-2.293	-1.172	-3.259
GNF2_PAK2 GNF2_PAK2	-1.160	-1.160	-1.160	-1.160	-0.579	-0.579	2.570	3.980	1.966	-1.160	-0.584
MORF_BUB1 MORF_BUB1	2.700	3.232	1.020	-0.316	0.722	-0.316	-0.534	-1.363	-2.157	-2.157	-2.170
GNF2_TPT1 GNF2_TPT1	-1.575	-0.266	2.788	1.725	3.401	-0.893	-0.266	-0.500	-1.575	-1.575	-1.584
GNF2_CD53 GNF2_CD53	-1.572	-1.572	-2.407	-1.572	-0.247	-1.572	2.757	1.851	2.757	0.816	-0.422
MODULE_244 MODULE_244	1.730	1.730	1.980	1.083	2.248	-1.391	-0.916	-0.441	-1.687	-2.422	-4.026
GCM_ANP32B GCM_ANP32B	-0.234	2.985	2.985	-0.234	1.863	-0.828	-1.492	-0.828	-1.492	-1.492	-1.501
GNF2_ICAM3 GNF2_ICAM3	-1.617	-1.617	-1.617	-1.617	-0.283	-0.925	0.556	-0.283	4.642	2.150	0.550
MORF_PPP2R5E MORF_PPP2R5E	-0.911	2.591	0.327	1.483	1.820	-0.911	1.180	-0.633	-0.427	-3.407	-3.427
MODULE_382 MODULE_382	-0.579	-1.160	-1.160	-0.279	-1.160	7.549	-0.579	-1.160	-0.579	1.434	0.321
GNF2_TNFSF10 GNF2_TNFSF10	-1.243	-1.243	-0.640	-1.243	-1.243	-0.320	-0.640	-0.640	0.540	3.694	4.427
MODULE_375 MODULE_375	-0.792	-2.035	-1.507	-0.247	-0.555	1.822	-1.507	-1.507	-0.792	3.886	3.854
MODULE_146 MODULE_146	-0.552	-1.409	-1.052	-0.552	-1.052	1.997	-1.409	-3.189	0.493	2.348	4.449
GNF2_CENPE GNF2_CENPE	-1.700	0.285	1.131	0.785	4.380	0.285	0.785	-0.991	-1.700	-1.700	-1.710
GNF2_HMMR GNF2_HMMR	-1.192	0.885	2.072	1.228	2.569	-0.241	0.370	-1.192	-1.949	-1.949	-1.960
GNF2_CD97 GNF2_CD97	-0.893	-1.575	-0.893	-1.575	-1.575	-1.575	1.281	0.900	1.725	2.788	0.578
GNF2_FOS GNF2_FOS	-0.318	-0.574	-1.700	-1.700	-0.318	-1.700	-0.574	-0.991	2.521	3.092	1.987
MORF_BAG5 MORF_BAG5	-0.364	0.639	2.984	2.984	0.912	-0.600	-0.364	-0.949	-1.467	-2.282	-2.295
MORF_BMI1 MORF_BMI1	-0.397	2.706	1.248	1.248	0.521	-0.865	0.726	0.521	-2.366	-3.323	-2.383
MORF_RFC1 MORF_RFC1	0.724	0.932	1.169	0.932	0.271	-0.668	1.725	0.724	-1.215	-4.535	-3.479
MODULE_433 MODULE_433	-0.738	-2.532	-1.678	-1.123	-0.738	3.559	-1.678	0.499	0.499	2.102	1.315
GCM_IL6ST GCM_IL6ST	-0.921	0.436	-0.921	1.278	0.947	-2.240	2.083	1.658	0.436	-2.240	-2.253
MORF_PPP2R4 MORF_PPP2R4	0.499	0.499	4.529	2.278	-0.513	-1.328	-0.300	-0.513	-0.837	-2.115	-2.128
GCM_CHUK GCM_CHUK	-0.987	1.264	1.264	1.264	0.328	-1.425	2.819	0.501	-1.425	-2.948	-2.052
MODULE_121 MODULE_121	-0.715	-2.335	-0.715	-0.506	-0.715	0.950	-2.335	-0.506	-0.506	4.216	3.713
MODULE_158 MODULE_158	0.254	1.042	4.137	0.454	1.042	-1.057	0.454	-1.783	-1.057	-1.783	-1.793
MODULE_219 MODULE_219	4.136	2.681	0.347	-0.260	0.347	-1.119	-0.550	-1.119	-1.119	-1.119	-1.125
GNF2_BNIP2 GNF2_BNIP2	-1.409	-1.409	0.717	-0.765	0.428	-0.407	4.611	1.515	0.216	-1.409	-1.417
MORF_USP5 MORF_USP5	1.766	2.700	1.020	0.722	0.477	-0.316	-0.865	-0.534	-2.157	-2.157	-2.170
MORF_REV3L MORF_REV3L	-1.064	1.416	1.797	1.078	0.347	-1.064	1.416	0.786	-1.607	-2.448	-2.463
GNF2_BUB1B GNF2_BUB1B	-0.270	2.418	1.944	0.816	1.517	-0.471	-0.471	-0.782	-2.032	-2.032	-2.044
GNF2_SMC1L1 GNF2_SMC1L1	1.506	1.033	4.136	0.645	-0.550	-1.119	-1.119	-0.550	-1.119	-1.119	-1.125
GNF2_CKS1B GNF2_CKS1B	0.942	1.793	1.793	-0.476	2.310	-1.534	-0.476	-0.476	-1.534	-1.534	-1.543
GCM_RAF1 GCM_RAF1	0.454	4.137	2.360	1.042	-0.354	-1.057	-1.057	-1.057	-1.057	-1.057	-1.793
GNF2_CKS2 GNF2_CKS2	-0.492	1.882	2.857	0.783	0.783	-0.285	0.318	-0.810	-2.074	-2.074	-2.086
GCM_DENR GCM_DENR	-0.492	1.882	1.465	2.347	0.783	-2.074	0.523	-1.294	-0.810	-2.074	-1.304
GNF2_TTK GNF2_TTK	-0.925	0.859	2.695	1.229	2.150	-0.524	-0.283	-0.925	-1.617	-1.617	-1.626
MODULE_68 MODULE_68	-1.077	-1.077	-0.520	1.090	-0.520	6.068	-0.520	-1.077	-1.077	0.685	-0.243
