name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
uc021xvu.1-x0-0	uc021xvu.1-x0-0	126.248140507055	-0.106663000209933	0.268055318857149	-0.397914134532713	0.690693480692484	0.999886859973333
uc010isw.1-x0-0	uc010isw.1-x0-0	83.2852226787658	0.149894557743689	0.32012912039964	0.468231560929432	0.639619004569646	0.999886859973333
uc010isy.3-x0-0	uc010isy.3-x0-0	96.9358054758378	2.12094835329774	2.04017386401194	1.03959196356283	0.298529512169787	0.999886859973333
uc010isz.3-x0-0	uc010isz.3-x0-0	520.652273079223	-0.22683809599688	0.255824342201948	-0.886694729846363	0.375243276511119	0.999886859973333
uc003jax.3-x0-0	uc003jax.3-x0-0	69.5136931991356	0.0976478898979085	1.19210831189885	0.0819119277361383	0.934716749353468	0.999886859973333
uc003jay.3-x0-0	uc003jay.3-x0-0	7.44872544714126	-6.59582694830293	3.91821956172757	-1.68337349257549	0.0923028113869388	0.795607861347478
uc003jaz.3-x0-0	uc003jaz.3-x0-0	85.8223965413783	0.171550021531356	0.565029594811456	0.303612453412463	0.76142316275289	0.999886859973333
uc003jbb.1-x0-0	uc003jbb.1-x0-0	24.3414051769903	0.527535642897452	0.481889643600786	1.0947229306602	0.273638039487	0.999886859973333
uc031sim.1-x0-0	uc031sim.1-x0-0	24.9318454938223	0.205152590085461	0.476575162280749	0.430472685785094	0.666851831647904	0.999886859973333
uc011clz.1-x0-0	uc011clz.1-x0-0	44.3171671633065	-0.13218710450629	0.345561700210392	-0.382528227016503	0.702069595839076	0.999886859973333
DAC+SB.671.1-x1-0	DAC+SB.671.1-x1-0	9.91300523338024	1.4392969208616	2.10509794280541	0.683719693794146	0.494152185154398	0.999886859973333
